serial,kind,category,name,status,load_time_seconds,problem,browser_evidence,attempt,tested_at,uid
1502,movie,Mix Movies,Muthu Alias Kaattaan S01 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:30:13+00:00,movie:muthu-alias-kaattaan-s01-dual:319
1503,movie,Mix Movies,Resort S01E01 04,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:30:13+00:00,movie:resort-s01e01-04:320
1504,movie,Mix Movies,Resort S01E05 08,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:06+00:00,movie:resort-s01e05-08:321
1505,movie,Mix Movies,Resort S01E09 12,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:04+00:00,movie:resort-s01e09-12:322
1506,movie,Mix Movies,Youth of May S01 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:26+00:00,movie:youth-of-may-s01-dual:323
1507,movie,Mix Movies,House Of The Dragon (2026) S03E08 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:26+00:00,movie:house-of-the-dragon-2026-s03e08-dual:331
1508,movie,Mix Movies,MRP Neekentha Naakentha 2026 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:32:10+00:00,movie:mrp-neekentha-naakentha-2026-dual:333
1509,movie,Mix Movies,One Hundred Years of Solitude (2026) S02 Dual New,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:32:16+00:00,movie:one-hundred-years-of-solitude-2026-s02-dual-new:335
1510,movie,Mix Movies,Over Your Dead Body 2026 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:32:33+00:00,movie:over-your-dead-body-2026-dual:336
1511,movie,Mix Movies,Spider Man Brand New Day (2026) Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:32:42+00:00,movie:spider-man-brand-new-day-2026-dual:339
1512,movie,Mix Movies,Desire 2026 Multi,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:33:18+00:00,movie:desire-2026-multi:349
1513,movie,Mix Movies,Mercy For None (2025) S01,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:33:24+00:00,movie:mercy-for-none-2025-s01:357
1514,movie,Mix Movies,Our Fault (2025) Amazon,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:58+00:00,movie:our-fault-2025-amazon:359
1515,movie,Mix Movies,Raid 2 2025 NF,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:38:07+00:00,movie:raid-2-2025-nf:360
1516,movie,Mix Movies,Retro (2025) NF,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:38:36+00:00,movie:retro-2025-nf:361
1517,movie,Mix Movies,Zootopia 2 (2025) Dual BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:38:43+00:00,movie:zootopia-2-2025-dual-bluray:365
1518,movie,Mix Movies,House Of The Dragon (2024) S02E03 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:39:03+00:00,movie:house-of-the-dragon-2024-s02e03-dual:373
1519,movie,Mix Movies,House Of The Dragon (2024) S02E04 dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:39:13+00:00,movie:house-of-the-dragon-2024-s02e04-dual:374
1520,movie,Mix Movies,House Of The Dragon (2024) S02E06 dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:39:50+00:00,movie:house-of-the-dragon-2024-s02e06-dual:375
1521,movie,Mix Movies,House Of The Dragon (2024) S02E07 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:39:51+00:00,movie:house-of-the-dragon-2024-s02e07-dual:376
1522,movie,Mix Movies,Sumala (2024) NF Bsub,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:40:12+00:00,movie:sumala-2024-nf-bsub:378
1523,movie,Mix Movies,Transformers Rise of the Beasts 2023 Dual ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:40:20+00:00,movie:transformers-rise-of-the-beasts-2023-dual-org:383
1524,movie,Mix Movies,Extraction 2 2023 Dual ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:40:56+00:00,movie:extraction-2-2023-dual-org:384
1525,movie,Mix Movies,Gaslight 2023,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:40:57+00:00,movie:gaslight-2023:385
1526,movie,Mix Movies,Gora (2023) S02,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:41:17+00:00,movie:gora-2023-s02:386
1527,movie,Mix Movies,Insidious The Red Door (2023) Dual new,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:41:24+00:00,movie:insidious-the-red-door-2023-dual-new:387
1528,movie,Mix Movies,Lust Stories 2 2023,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:42:01+00:00,movie:lust-stories-2-2023:389
1529,movie,Mix Movies,Gangubai Kathiawadi 2022,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:42:02+00:00,movie:gangubai-kathiawadi-2022:395
1530,movie,Mix Movies,Money Heist Korea Joint Economic Area Part 2 (2022) S01 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:42:23+00:00,movie:money-heist-korea-joint-economic-area-part-2-2022-s01-dual:403
1531,movie,Mix Movies,Yumis Cells (2021) S01 Korean,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:42:30+00:00,movie:yumis-cells-2021-s01-korean:407
1532,movie,Mix Movies,World Famous Lover 2020,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:43:09+00:00,movie:world-famous-lover-2020:410
1533,movie,Mix Movies,Lucifer 2019 S04 dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:29:05+00:00,movie:lucifer-2019-s04-dual:413
1534,movie,Mix Movies,The Fast of T Furious 8 2017,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:29:04+00:00,movie:the-fast-of-t-furious-8-2017:419
1535,movie,Mix Movies,Geostorm 2017 BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:30:00+00:00,movie:geostorm-2017-bluray:420
1536,movie,Mix Movies,Dilwale 2015 REPACK AUDIO BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:29:59+00:00,movie:dilwale-2015-repack-audio-bluray:426
1537,movie,Mix Movies,How to Train Your Dragon 2 2014 BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:30:16+00:00,movie:how-to-train-your-dragon-2-2014-bluray:427
1538,movie,Mix Movies,Maleficent (2014) BluRay Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:30:16+00:00,movie:maleficent-2014-bluray-dual:429
1539,movie,Mix Movies,X Men Days of Future Past 2014,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:08+00:00,movie:x-men-days-of-future-past-2014:432
1540,movie,Mix Movies,WWZ (2013) Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:06+00:00,movie:wwz-2013-dual:437
1541,movie,Mix Movies,Kung Fu Panda 2 2011 dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:29+00:00,movie:kung-fu-panda-2-2011-dual:441
1542,movie,Mix Movies,The Hangover Part II (2011) Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:31:29+00:00,movie:the-hangover-part-ii-2011-dual:443
1543,movie,Mix Movies,The Chronicles of Narnia The Voyage of the Dawn Treader (2010) Dual Audi BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:32:13+00:00,movie:the-chronicles-of-narnia-the-voyage-of-the-dawn-treader-2010-dual-audi-bluray:447
