serial,kind,category,name,status,load_time_seconds,problem,browser_evidence,attempt,tested_at,uid
234,channel,Indian,NDTV NEWS,PASS,1.422,,readyState=4; video=854x480; currentTime=32.41s; playing=True; progressed=True,1,2026-08-29T15:47:05+00:00,channel:ndtv-news:86
235,channel,Indian,NDTV Profit,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:27+00:00,channel:ndtv-profit:87
236,channel,Indian,NDTV Rajasthan,PASS,3.125,,readyState=4; video=854x480; currentTime=48.33s; playing=True; progressed=True,1,2026-08-29T15:48:01+00:00,channel:ndtv-rajasthan:88
237,channel,Indian,News Nation,PASS,1.61,,readyState=4; video=640x360; currentTime=48.32s; playing=True; progressed=True,1,2026-08-29T15:47:12+00:00,channel:news-nation:89
238,channel,Indian,News18 Assam North East,PASS,1.25,,readyState=4; video=640x360; currentTime=576.31s; playing=True; progressed=True,1,2026-08-29T15:47:06+00:00,channel:news18-assam-north-east:90
239,channel,Indian,News18 Bangla,PASS,1.25,,readyState=4; video=640x360; currentTime=576.31s; playing=True; progressed=True,1,2026-08-29T15:46:44+00:00,channel:news18-bangla:91
240,channel,Indian,News18 Delhi NCR JK,PASS,1.704,,readyState=4; video=640x360; currentTime=576.61s; playing=True; progressed=True,1,2026-08-29T15:48:03+00:00,channel:news18-delhi-ncr-jk:92
241,channel,Indian,News18 Gujarati,PASS,1.125,,readyState=4; video=640x360; currentTime=576.09s; playing=True; progressed=True,1,2026-08-29T15:47:14+00:00,channel:news18-gujarati:93
242,channel,Indian,News18 India,PASS,1.609,,readyState=4; video=640x360; currentTime=576.45s; playing=True; progressed=True,1,2026-08-29T15:47:08+00:00,channel:news18-india:94
243,channel,Indian,News18 Kerala,PASS,1.781,,readyState=4; video=640x360; currentTime=576.41s; playing=True; progressed=True,1,2026-08-29T15:46:46+00:00,channel:news18-kerala:95
244,channel,Indian,News18 Madhya Pradesh Chhattisgarh,PASS,1.375,,readyState=4; video=640x360; currentTime=576.31s; playing=True; progressed=True,1,2026-08-29T15:48:05+00:00,channel:news18-madhya-pradesh-chhattisgarh:96
245,channel,Indian,News18 Marathi,PASS,1.313,,readyState=4; video=640x360; currentTime=576.15s; playing=True; progressed=True,1,2026-08-29T15:47:16+00:00,channel:news18-marathi:97
246,channel,Indian,News18 Odia,PASS,1.375,,readyState=4; video=640x360; currentTime=576.31s; playing=True; progressed=True,1,2026-08-29T15:47:10+00:00,channel:news18-odia:98
247,channel,Indian,News18 Punjab Haryana Himachal,PASS,1.187,,readyState=4; video=640x360; currentTime=576.14s; playing=True; progressed=True,1,2026-08-29T15:46:48+00:00,channel:news18-punjab-haryana-himachal:99
248,channel,Indian,News18 Rajasthan,PASS,1.546,,readyState=4; video=640x360; currentTime=576.48s; playing=True; progressed=True,1,2026-08-29T15:48:07+00:00,channel:news18-rajasthan:100
249,channel,Indian,News18 Tamil Nadu,PASS,1.079,,readyState=4; video=640x360; currentTime=576.15s; playing=True; progressed=True,1,2026-08-29T15:47:17+00:00,channel:news18-tamil-nadu:101
250,channel,Indian,News18 Urdu,PASS,1.312,,readyState=4; video=512x288; currentTime=576.15s; playing=True; progressed=True,1,2026-08-29T15:47:12+00:00,channel:news18-urdu:102
251,channel,Indian,News18 Uttar Pradesh Uttarakhand,PASS,1.25,,readyState=4; video=640x360; currentTime=576.24s; playing=True; progressed=True,1,2026-08-29T15:46:50+00:00,channel:news18-uttar-pradesh-uttarakhand:103
252,channel,Indian,NKR TV Kannada,PASS,1.516,,readyState=4; video=640x360; currentTime=12.11s; playing=True; progressed=True,1,2026-08-29T15:48:09+00:00,channel:nkr-tv-kannada:104
253,channel,Indian,NTV Telugu,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:50:37+00:00,channel:ntv-telugu:105
254,channel,Indian,Oli TV,PASS,2.453,,readyState=4; video=1920x1080; currentTime=45.80s; playing=True; progressed=True,1,2026-08-29T15:47:15+00:00,channel:oli-tv:106
255,channel,Indian,Pitaara,PASS,3.969,,readyState=4; video=640x360; currentTime=48.49s; playing=True; progressed=True,1,2026-08-29T15:46:54+00:00,channel:pitaara:107
256,channel,Indian,PMC Telugu,PASS,1.594,,readyState=4; video=1280x720; currentTime=10.12s; playing=True; progressed=True,2,2026-08-29T16:50:37+00:00,channel:pmc-telugu:108
257,channel,Indian,Pratham Khabar 24x7,PASS,2.047,,readyState=4; video=1920x1080; currentTime=12.16s; playing=True; progressed=True,1,2026-08-29T15:47:42+00:00,channel:pratham-khabar-24x7:109
258,channel,Indian,PTC Music,PASS,1.485,,readyState=4; video=640x360; currentTime=48.41s; playing=True; progressed=True,1,2026-08-29T15:47:17+00:00,channel:ptc-music:110
259,channel,Indian,PTC Punjabi,PASS,1.578,,readyState=4; video=640x360; currentTime=48.39s; playing=True; progressed=True,1,2026-08-29T15:46:56+00:00,channel:ptc-punjabi:111
260,channel,Indian,PTC Punjabi Gold,PASS,2.0,,readyState=4; video=640x360; currentTime=48.61s; playing=True; progressed=True,1,2026-08-29T15:48:34+00:00,channel:ptc-punjabi-gold:112
261,channel,Indian,Punjabi Hits,PASS,1.797,,readyState=4; video=640x360; currentTime=12.29s; playing=True; progressed=True,1,2026-08-29T15:47:44+00:00,channel:punjabi-hits:113
262,channel,Indian,Punjabi Shorts,PASS,3.719,,readyState=4; video=640x360; currentTime=42.78s; playing=True; progressed=True,1,2026-08-29T15:47:21+00:00,channel:punjabi-shorts:114
263,channel,Indian,R Plus News,PASS,11.859,,readyState=4; video=1920x1080; currentTime=48.53s; playing=True; progressed=True,2,2026-08-29T16:43:59+00:00,channel:r-plus-news:115
264,channel,Indian,Republic Bharat,PASS,3.14,,readyState=4; video=640x360; currentTime=48.61s; playing=True; progressed=True,1,2026-08-29T15:48:37+00:00,channel:republic-bharat:116
265,channel,Indian,Republic Kannada,PASS,2.922,,readyState=4; video=640x360; currentTime=48.25s; playing=True; progressed=True,1,2026-08-29T15:47:48+00:00,channel:republic-kannada:117
266,channel,Indian,Republic TV,PASS,2.922,,readyState=4; video=640x360; currentTime=48.56s; playing=True; progressed=True,1,2026-08-29T15:47:24+00:00,channel:republic-tv:118
267,channel,Indian,Rozana Spokesman,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:47+00:00,channel:rozana-spokesman:119
268,channel,Indian,SAB,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:36+00:00,channel:sab:120
269,channel,Indian,Samay Kolkata,PASS,2.234,,readyState=4; video=1280x720; currentTime=12.34s; playing=True; progressed=True,1,2026-08-29T15:47:50+00:00,channel:samay-kolkata:121
270,channel,Indian,Sana Plus,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:50:52+00:00,channel:sana-plus:122
271,channel,Indian,Sana TV,PASS,4.578,,readyState=4; video=1920x1080; currentTime=46.08s; playing=True; progressed=True,1,2026-08-29T15:47:46+00:00,channel:sana-tv:123
272,channel,Indian,Sananda Tv,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:50:52+00:00,channel:sananda-tv:124
273,channel,Indian,Sansad TV 1,PASS,1.406,,readyState=4; video=640x360; currentTime=48.29s; playing=True; progressed=True,1,2026-08-29T15:47:52+00:00,channel:sansad-tv-1:125
274,channel,Indian,Sansad TV 2,PASS,1.594,,readyState=4; video=640x360; currentTime=48.24s; playing=True; progressed=True,1,2026-08-29T15:47:49+00:00,channel:sansad-tv-2:126
275,channel,Indian,Sanskar TV,PASS,1.843,,readyState=4; video=640x360; currentTime=48.32s; playing=True; progressed=True,1,2026-08-29T15:47:48+00:00,channel:sanskar-tv:127
276,channel,Indian,Sanskar UK,PASS,2.593,,readyState=4; video=384x288; currentTime=48.39s; playing=True; progressed=True,1,2026-08-29T15:49:26+00:00,channel:sanskar-uk:128
277,channel,Indian,Sanskar USA,PASS,1.609,,readyState=4; video=384x288; currentTime=48.45s; playing=True; progressed=True,1,2026-08-29T15:47:54+00:00,channel:sanskar-usa:129
278,channel,Indian,Sanskar Web TV,PASS,1.5,,readyState=4; video=384x288; currentTime=48.21s; playing=True; progressed=True,1,2026-08-29T15:47:50+00:00,channel:sanskar-web-tv:130
279,channel,Indian,Satsang TV,PASS,1.782,,readyState=4; video=640x360; currentTime=48.40s; playing=True; progressed=True,1,2026-08-29T15:47:50+00:00,channel:satsang-tv:131
280,channel,Indian,Satsang Web TV,PASS,3.062,,readyState=4; video=384x288; currentTime=48.31s; playing=True; progressed=True,1,2026-08-29T15:49:30+00:00,channel:satsang-web-tv:132
281,channel,Indian,Sheemaroo Bollywood,PASS,4.375,,readyState=4; video=848x480; currentTime=48.08s; playing=True; progressed=True,1,2026-08-29T15:47:59+00:00,channel:sheemaroo-bollywood:133
282,channel,Indian,Shubh Cinema TV,PASS,1.64,,readyState=4; video=384x288; currentTime=48.54s; playing=True; progressed=True,1,2026-08-29T15:47:53+00:00,channel:shubh-cinema-tv:134
283,channel,Indian,Shubh TV,PASS,2.235,,readyState=4; video=640x360; currentTime=48.20s; playing=True; progressed=True,1,2026-08-29T15:47:53+00:00,channel:shubh-tv:135
284,channel,Indian,Songdew TV,PASS,3.39,,readyState=4; video=640x360; currentTime=24.43s; playing=True; progressed=True,1,2026-08-29T15:49:34+00:00,channel:songdew-tv:136
285,channel,Indian,Sony,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:01+00:00,channel:sony:137
286,channel,Indian,SONY KAL,PASS,4.047,,readyState=4; video=640x360; currentTime=14.22s; playing=True; progressed=True,1,2026-08-29T15:47:57+00:00,channel:sony-kal:138
287,channel,Indian,Sony Marathi,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:50+00:00,channel:sony-marathi:139
288,channel,Indian,Sony MAX,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:46+00:00,channel:sony-max:140
289,channel,Indian,Sony Max 2,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:01+00:00,channel:sony-max-2:141
290,channel,Indian,Sony MAX2,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:50:55+00:00,channel:sony-max2:142
291,channel,Indian,Sony Pal,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:04+00:00,channel:sony-pal:143
292,channel,Indian,Sony PIX,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:59+00:00,channel:sony-pix:144
293,channel,Indian,Sony SAB,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:49+00:00,channel:sony-sab:145
294,channel,Indian,Sony Television,PASS,2.688,,readyState=4; video=854x480; currentTime=4.47s; playing=True; progressed=True,1,2026-08-29T15:48:22+00:00,channel:sony-television:146
295,channel,Indian,Sony Wah,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:04+00:00,channel:sony-wah:147
296,channel,Indian,Sony Yay Hindi,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:50:58+00:00,channel:sony-yay-hindi:148
297,channel,Indian,Subin TV,PASS,2.687,,readyState=4; video=1920x1080; currentTime=9.25s; playing=True; progressed=True,1,2026-08-29T15:49:10+00:00,channel:subin-tv:149
298,channel,Indian,Sudarshan News,PASS,2.437,,readyState=2; video=1920x1080; currentTime=4.22s; playing=True; progressed=True,1,2026-08-29T15:48:25+00:00,channel:sudarshan-news:150
299,channel,Indian,Swatantra TV,PASS,11.844,,readyState=4; video=1280x720; currentTime=12.36s; playing=True; progressed=True,1,2026-08-29T15:49:13+00:00,channel:swatantra-tv:151
300,channel,Indian,Tabbar Hits,PASS,2.937,,readyState=4; video=640x360; currentTime=48.39s; playing=True; progressed=True,1,2026-08-29T15:50:45+00:00,channel:tabbar-hits:152
301,channel,Indian,Times Of India,PASS,3.282,,readyState=4; video=854x480; currentTime=12.34s; playing=True; progressed=True,1,2026-08-29T15:49:14+00:00,channel:times-of-india:153
302,channel,Indian,TNP News,PASS,2.25,,readyState=4; video=1280x720; currentTime=10.60s; playing=True; progressed=True,2,2026-08-29T16:44:06+00:00,channel:tnp-news:154
303,channel,Indian,Total Bhakti,PASS,1.844,,readyState=4; video=384x288; currentTime=46.53s; playing=True; progressed=True,1,2026-08-29T15:49:16+00:00,channel:total-bhakti:155
304,channel,Indian,TV9 Bangla,PASS,3.515,,readyState=4; video=854x480; currentTime=48.31s; playing=True; progressed=True,1,2026-08-29T15:50:49+00:00,channel:tv9-bangla:156
305,channel,Indian,Ultimate TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:45:13+00:00,channel:ultimate-tv:157
306,channel,Indian,Unique TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:45:04+00:00,channel:unique-tv:158
307,channel,Indian,ENT | Dangal TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:51:19+00:00,channel:ent-dangal-tv:159
308,channel,Indian,ENT | DD National,PASS,1.172,,readyState=4; video=640x360; currentTime=48.06s; playing=True; progressed=True,1,2026-08-29T15:50:50+00:00,channel:ent-dd-national:160
309,channel,Indian,IN | TV9 Bangla,PASS,1.813,,readyState=4; video=854x480; currentTime=48.63s; playing=True; progressed=True,1,2026-08-29T15:49:39+00:00,channel:in-tv9-bangla:161
310,channel,Indian,NEWS | Aap Ki Adalat,PASS,2.484,,readyState=4; video=640x360; currentTime=0.31s; playing=True; progressed=True,1,2026-08-29T15:49:13+00:00,channel:news-aap-ki-adalat:162
311,channel,Indian,NEWS | India Today,PASS,2.079,,readyState=4; video=640x360; currentTime=48.46s; playing=True; progressed=True,1,2026-08-29T15:49:41+00:00,channel:news-india-today:163
312,channel,Indian,NEWS | News24,PASS,12.75,,readyState=4; video=853x480; currentTime=48.17s; playing=True; progressed=True,1,2026-08-29T15:51:03+00:00,channel:news-news24:164
313,channel,Indian,V6 News,PASS,2.437,,readyState=4; video=640x360; currentTime=24.13s; playing=True; progressed=True,1,2026-08-29T15:49:42+00:00,channel:v6-news:165
314,channel,Indian,yrf Music,PASS,2.735,,readyState=4; video=854x480; currentTime=32.22s; playing=True; progressed=True,1,2026-08-29T15:49:16+00:00,channel:yrf-music:166
315,channel,Indian,zee 24 gonta,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:51:13+00:00,channel:zee-24-gonta:167
316,channel,Indian,Zee 24 Kalak,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:21+00:00,channel:zee-24-kalak:168
317,channel,Indian,Zee 24 Taas,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:45:28+00:00,channel:zee-24-taas:169
318,channel,Indian,Zee Bharat,PASS,2.687,,readyState=4; video=640x360; currentTime=48.34s; playing=True; progressed=True,1,2026-08-29T15:49:20+00:00,channel:zee-bharat:170
319,channel,Indian,Zee Bihar Jharkhand,PASS,1.891,,readyState=4; video=640x360; currentTime=24.28s; playing=True; progressed=True,1,2026-08-29T15:50:05+00:00,channel:zee-bihar-jharkhand:171
320,channel,Indian,Zee Bollywood,PASS,1.985,,readyState=4; video=854x480; currentTime=4.09s; playing=True; progressed=True,1,2026-08-29T15:51:28+00:00,channel:zee-bollywood:172
321,channel,Indian,Zee Business,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:45:19+00:00,channel:zee-business:173
322,channel,Indian,Zee Cinema,PASS,3.688,,readyState=4; video=1280x720; currentTime=4.18s; playing=True; progressed=True,1,2026-08-29T15:49:24+00:00,channel:zee-cinema:174
323,channel,Indian,Zee Delhi NCR Haryana,PASS,2.265,,readyState=4; video=640x360; currentTime=24.40s; playing=True; progressed=True,1,2026-08-29T15:50:08+00:00,channel:zee-delhi-ncr-haryana:175
324,channel,Indian,Zee Kannada News,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:51:34+00:00,channel:zee-kannada-news:176
325,channel,Indian,Zee Madhya Pradesh Chhattisgarh,PASS,2.094,,readyState=4; video=640x360; currentTime=24.29s; playing=True; progressed=True,1,2026-08-29T15:50:29+00:00,channel:zee-madhya-pradesh-chhattisgarh:177
326,channel,Indian,Zee News,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:51:27+00:00,channel:zee-news:178
327,channel,Indian,Zee Punjab Haryana Himachal,PASS,2.204,,readyState=4; video=640x360; currentTime=24.43s; playing=True; progressed=True,1,2026-08-29T15:50:11+00:00,channel:zee-punjab-haryana-himachal:179
328,channel,Indian,Zee Rajasthan,PASS,2.032,,readyState=4; video=640x360; currentTime=24.29s; playing=True; progressed=True,1,2026-08-29T15:51:53+00:00,channel:zee-rajasthan:180
329,channel,Indian,Zee Telugu News,PASS,2.422,,readyState=4; video=854x480; currentTime=24.19s; playing=True; progressed=True,1,2026-08-29T15:50:32+00:00,channel:zee-telugu-news:181
330,channel,Indian,Zee TV,PASS,4.36,,readyState=4; video=854x480; currentTime=4.48s; playing=True; progressed=True,1,2026-08-29T15:49:51+00:00,channel:zee-tv:182
331,channel,Indian,Zee Uttar Pradesh Uttarakhand,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:37+00:00,channel:zee-uttar-pradesh-uttarakhand:183
332,channel,Indian,Zoom,PASS,2.328,,readyState=4; video=854x480; currentTime=90.38s; playing=True; progressed=True,1,2026-08-29T15:51:56+00:00,channel:zoom:184
333,channel,Indian,Aakaash Aath,PASS,2.953,,readyState=4; video=1280x720; currentTime=38.11s; playing=True; progressed=True,1,2026-08-29T15:50:36+00:00,channel:aakaash-aath:185
334,channel,Indian,Colors Bangla Cinema Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:33+00:00,channel:colors-bangla-cinema-digital:186
335,channel,Indian,Colors Bangla Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:24+00:00,channel:colors-bangla-digital:187
336,channel,Indian,Colors Cineplex Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:39+00:00,channel:colors-cineplex-digital:188
337,channel,Indian,Colors Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:33+00:00,channel:colors-digital:189
338,channel,Indian,Colors Kannada Cinema Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:42+00:00,channel:colors-kannada-cinema-digital:190
339,channel,Indian,Colors Kannada Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:38+00:00,channel:colors-kannada-digital:191
340,channel,Indian,Colors Marathi Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:29+00:00,channel:colors-marathi-digital:192
341,channel,Indian,Colors Rishtey Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:44+00:00,channel:colors-rishtey-digital:193
342,channel,Indian,Colors Super Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:38+00:00,channel:colors-super-digital:194
343,channel,Indian,Jalsha Movies Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:47+00:00,channel:jalsha-movies-digital:195
344,channel,Indian,Prudent Media,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:45:52+00:00,channel:prudent-media:196
345,channel,Indian,Star Bharat,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:34+00:00,channel:star-bharat:197
346,channel,Indian,Star Bharat Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:49+00:00,channel:star-bharat-digital:198
347,channel,Indian,Star Gold Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:42+00:00,channel:star-gold-digital:199
348,channel,Indian,Star Jalsha Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:52+00:00,channel:star-jalsha-digital:200
349,channel,Indian,Star Kiran Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:58+00:00,channel:star-kiran-digital:201
350,channel,Indian,Star Maa,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:38+00:00,channel:star-maa:202
351,channel,Indian,Star Maa Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:53+00:00,channel:star-maa-digital:203
352,channel,Indian,Star Maa Movies,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:47+00:00,channel:star-maa-movies:204
353,channel,Indian,Star Plus Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:44:56+00:00,channel:star-plus-digital:205
354,channel,Indian,Star Pravah,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:46:03+00:00,channel:star-pravah:206
355,channel,Indian,Star Pravah Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:43+00:00,channel:star-pravah-digital:207
356,channel,Indian,Star Suvarna,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:58+00:00,channel:star-suvarna:208
357,channel,Indian,Star Suvarna Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:52+00:00,channel:star-suvarna-digital:209
358,channel,Indian,Star Suvarna Plus,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:01+00:00,channel:star-suvarna-plus:210
359,channel,Indian,Star Utsav,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:46:08+00:00,channel:star-utsav:211
360,channel,Indian,Star Utsav Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:45:48+00:00,channel:star-utsav-digital:212
361,channel,Indian,Star Vijay,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:52:03+00:00,channel:star-vijay:213
362,channel,Indian,Star Vijay Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:51:57+00:00,channel:star-vijay-digital:214
363,channel,Indian,Vijay Takkar APAC,PASS,3.937,,readyState=4; video=1920x1080; currentTime=17706445.19s; playing=True; progressed=True,1,2026-08-29T15:53:16+00:00,channel:vijay-takkar-apac:215
364,channel,Indian,ZB Bhakti,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:45:16+00:00,channel:zb-bhakti:216
365,channel,Indian,ZB Cinema,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:46:22+00:00,channel:zb-cinema:217
